repo_norm,repo,evaluated_row_count,evaluated_instance_count,benchmark_scenario_count,conflict_files_total,conflict_files_median,merge_conflicts_total,merge_conflicts_median,merge_parent_count_median,default_branch,license,stargazers,created_at,topics,programming_language,commits,branches,releases,forks,watchers,contributors,blank_lines,code_lines,comment_lines,last_commit,dominant_difficulty,dominant_project_size,difficulty_easy_scenario_count,difficulty_hard_scenario_count,difficulty_medium_scenario_count,project_size_medium_scenario_count,project_size_small_scenario_count,project_size_large_scenario_count,project_size_huge_scenario_count,active_span_days,active_span_years,repository_age_days,repository_age_years,commits_per_year,code_lines_per_contributor,stars_per_year,metadata_matched
huggingface/pytorch-image-models,huggingface/pytorch-image-models,72,6,6,9,1.5,22,3.5,2.0,main,Apache License 2.0,34877,2019-02-02T05:51:12Z,augmix;convnext;distributed-training;efficientnet;image-classification;imagenet;maxvit;mixnet;mobile-deep-learning;mobilenet-v2;mobilenetv3;nfnets;normalization-free-training;optimizer;pretrained-models;pretrained-weights;pytorch;randaugment;resnet;vision-transformer-models,python,2902,157,69,4978,317,154,18497,344176,26945,2025-07-26T08:20:33Z,hard,large,1,3,2,0,0,6,0,2366,6.477754962354552,2371,6.491444216290212,447.9947168216399,2234.909090909091,5372.7643399409535,True
huggingface/text-generation-inference,huggingface/text-generation-inference,88,8,8,11,1.0,14,1.0,2.0,main,Apache License 2.0,10357,2022-10-08T10:26:28Z,bloom;deep-learning;falcon;gpt;inference;nlp;pytorch;starcoder;transformer,python,1424,239,64,1213,104,140,18530,158243,11881,2025-07-17T02:00:12Z,easy,large,5,2,1,0,0,8,0,1012,2.7707049965776864,1027,2.811772758384668,513.9486166007905,1130.307142857143,3683.441333982473,True
huggingface/transformers,huggingface/transformers,352,30,30,44,1.0,90,2.0,2.0,main,Apache License 2.0,147507,2018-10-29T01:56:00Z,audio;deep-learning;deepseek;gemma;glm;hacktoberfest;llm;machine-learning;model-hub;natural-language-processing;nlp;pretrained-models;python;pytorch;pytorch-transformers;qwen;speech-recognition;transformer;vlm,python,19796,888,217,29792,1155,436,320621,1241373,330807,2025-07-26T10:26:36Z,easy,huge,14,10,6,0,0,0,30,2462,6.740588637919234,2467,6.754277891854894,2936.835499593826,2847.185779816514,21839.04813538711,True
hugsy/gef,hugsy/gef,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,7499,2015-03-26T10:25:45Z,binary-ninja;ctf;debugging;discord;exploit;exploit-development;gdb;gef;ida-pro;linux;malware-analysis;mips;powerpc;pwn;pwntools;python;python-api;reverse-engineering;sparc,python,2491,7,18,772,138,118,16921,27167,1720,2025-04-15T04:05:30Z,easy,medium,1,0,0,1,0,0,0,3672,10.053388090349076,3780,10.349075975359343,247.77716503267973,230.22881355932202,724.605753968254,True
HumanSignal/Adala,HumanSignal/Adala,16,2,2,2,1.0,5,2.5,2.0,master,Apache License 2.0,1231,2023-08-30T12:06:57Z,agent;agent-based-framework;agent-oriented-programming;autonomous-agents;gpt-4,python,458,62,4,101,23,18,2965,77228,16354,2025-07-23T11:57:37Z,medium,medium,0,0,2,2,0,0,0,692,1.894592744695414,701,1.919233401779603,241.74060693641619,4290.444444444444,641.4019258202568,True
indigo-dc/udocker,indigo-dc/udocker,16,1,1,2,2.0,3,3.0,2.0,master,Apache License 2.0,1457,2016-04-28T03:40:49Z,batch;chroot;containers;deep-hybrid-datacloud;docker;docker-containers;emulation;eosc-hub;fakechroot;grid;hpc;indigo;proot;root-privileges;runc;user,python,2051,14,26,138,34,24,5148,30277,3935,2024-08-28T02:01:10Z,hard,medium,0,1,0,1,0,0,0,3043,8.331279945242985,3381,9.256673511293634,246.18066053236936,1261.5416666666667,157.3999556344277,True
instaloader/instaloader,instaloader/instaloader,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,10182,2016-06-15T10:40:37Z,downloader;instagram;instagram-client;instagram-downloader;instagram-feed;instagram-metadata;instagram-photos;instagram-scraper;instagram-stories;instagram-user-photos;instaloader;osint;osint-python;pictures;videos,python,946,8,142,1336,169,55,1698,6073,1667,2025-07-18T05:47:19Z,easy,small,1,0,0,0,1,0,0,3319,9.086926762491444,3333,9.125256673511293,104.10560409761976,110.41818181818182,1115.8042304230423,True
intel/intel-extension-for-pytorch,intel/intel-extension-for-pytorch,24,2,2,3,1.5,4,2.0,2.0,main,Apache License 2.0,1915,2020-04-15T11:35:29Z,deep-learning;intel;machine-learning;neural-network;pytorch;quantization,python,2594,81,39,289,37,76,30705,288353,27453,2025-07-15T01:59:37Z,hard,large,0,1,1,0,0,2,0,1916,5.245722108145106,1933,5.292265571526352,494.4981732776618,3794.1184210526317,361.84881013967924,True
isaac-sim/IsaacLab,isaac-sim/IsaacLab,96,4,4,12,1.0,22,2.0,2.0,main,BSD 3-Clause New or Revised License,4496,2022-11-16T11:55:13Z,isaac-sim;omniverse-kit-extension;robot-learning;robotics,python,1102,49,15,2096,50,136,35612,117952,49709,2025-07-31T03:53:59Z,easy,large,2,1,1,0,0,4,0,987,2.702258726899384,988,2.704996577686516,407.806990881459,867.2941176470588,1662.1093117408907,True
isaackogan/tiktoklive,isaackogan/tiktoklive,8,1,1,1,1.0,2,2.0,2.0,master,MIT License,1153,2022-02-24T12:08:43Z,api;chat-reader;connector;printer;python;scraper;stream;tiktok;tiktok-api;tiktok-live;tiktok-printer;tiktok-scraper,python,802,8,41,228,30,17,23234,154722,2369,2025-07-07T12:37:43Z,medium,large,0,0,1,0,0,1,0,1229,3.3648186173853527,1253,3.430527036276523,238.3486574450773,9101.29411764706,336.09996009577014,True
iterative/datachain,iterative/datachain,16,2,2,2,1.0,2,1.0,2.0,main,Apache License 2.0,2617,2024-06-25T10:29:35Z,ai;cv;data-analytics;data-wrangling;embeddings;llm;llm-eval;machine-learning;mlops;multimodal,python,766,29,143,116,17,26,12537,53317,14222,2025-07-29T04:41:33Z,easy,medium,2,0,0,2,0,0,0,398,1.0896646132785763,401,1.0978781656399725,702.9685929648241,2050.653846153846,2383.6889027431425,True
jdb78/pytorch-forecasting,jdb78/pytorch-forecasting,40,1,1,5,5.0,5,5.0,2.0,master,MIT License,3866,2020-07-03T01:05:24Z,ai;artifical-intelligense;data-science;deep-learning;forecasting;gpu;machine-learning;neural-networks;pandas;python;pytorch;pytorch-lightning;temporal;timeseries;timeseries-forecasting;uncertainty,python,1895,44,33,611,41,45,2954,13203,12804,2024-09-13T04:05:45Z,hard,medium,0,1,0,1,0,0,0,1533,4.1971252566735116,1854,5.075975359342916,451.49951076320934,293.4,761.6270226537216,True
jeltef/pylatex,jeltef/pylatex,8,1,1,1,1.0,3,3.0,2.0,master,MIT License,2218,2014-01-15T02:52:10Z,,python,775,16,12,288,70,55,2445,5987,3436,2024-07-23T09:53:32Z,medium,small,0,0,1,0,1,0,0,3842,10.518822724161533,4215,11.540041067761807,73.67744664237377,108.85454545454546,192.2003558718861,True
joerick/pyinstrument,joerick/pyinstrument,16,2,2,2,1.0,9,4.5,2.0,main,BSD 3-Clause New or Revised License,7246,2014-03-13T05:53:13Z,async;django;performance;profile;profiler;python,python,1157,22,11,248,51,59,3177,14304,1688,2025-07-31T12:31:55Z,medium,medium,0,0,2,2,0,0,0,4158,11.383983572895277,4158,11.383983572895277,101.63401875901876,242.4406779661017,636.5082972582973,True
jurajnyiri/homeassistant-tapo-control,jurajnyiri/homeassistant-tapo-control,24,3,3,3,1.0,4,1.0,2.0,main,Apache License 2.0,1518,2020-10-01T05:08:12Z,camera;cameras;home-assistant;home-automation;homeassistant;homeassistant-custom-component;ptz;tapo,python,1056,55,201,113,33,35,1496,11772,121,2025-07-25T09:12:30Z,easy,medium,2,0,1,3,0,0,0,1758,4.813141683778234,1764,4.829568788501026,219.39931740614335,336.34285714285716,314.3137755102041,True
jxnl/instructor,jxnl/instructor,24,3,3,3,1.0,9,1.0,2.0,main,MIT License,7712,2023-06-14T10:42:23Z,openai;openai-function-calli;openai-functions;pydantic-v2;python;validation,python,1037,98,72,615,48,168,10272,39797,7671,2024-10-09T01:58:19Z,easy,medium,2,0,1,3,0,0,0,482,1.319644079397673,778,2.130047912388775,785.8179460580913,236.88690476190476,3620.575835475578,True
kaggle/kaggle-api,kaggle/kaggle-api,8,1,1,1,1.0,5,5.0,2.0,main,Apache License 2.0,6746,2018-01-25T03:02:39Z,,python,328,20,10,1191,204,45,4096,14827,3209,2025-07-14T08:36:07Z,medium,medium,0,0,1,1,0,0,0,2727,7.4661190965092405,2744,7.512662559890486,43.93179317931793,329.4888888888889,897.9506195335277,True
KellerJordan/modded-nanogpt,KellerJordan/modded-nanogpt,8,1,1,1,1.0,22,22.0,2.0,master,MIT License,2830,2024-06-01T06:01:50Z,,python,1188,8,0,360,46,13,17784,1094519,906,2025-07-17T07:44:32Z,medium,huge,0,0,1,0,0,0,1,411,1.1252566735112937,425,1.163586584531143,1055.7591240875913,84193.76923076923,2432.135294117647,True
khronosgroup/gltf-blender-io,khronosgroup/gltf-blender-io,168,21,21,21,1.0,21,1.0,2.0,main,Apache License 2.0,1568,2018-07-13T07:53:39Z,,python,5584,206,1,332,79,81,6932,58851,4889,2025-07-09T07:47:56Z,easy,medium,21,0,0,21,0,0,0,2552,6.9869952087611225,2575,7.049965776865161,799.1990595611285,726.5555555555555,222.41242718446603,True
kijai/ComfyUI-CogVideoXWrapper,kijai/ComfyUI-CogVideoXWrapper,24,1,1,3,3.0,7,7.0,2.0,main,Apache License 2.0,1503,2024-08-05T10:56:30Z,,python,338,7,0,92,21,6,937,19151,635,2025-01-28T08:40:58Z,hard,medium,0,1,0,1,0,0,0,175,0.4791238877481177,360,0.9856262833675564,705.4542857142858,3191.8333333333335,1524.91875,True
kijai/ComfyUI-LivePortraitKJ,kijai/ComfyUI-LivePortraitKJ,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,1162,2024-07-04T03:23:53Z,,python,68,5,0,84,15,6,1217,10789,952,2024-08-04T11:39:29Z,easy,medium,1,0,0,1,0,0,0,31,0.08487337440109514,392,1.0732375085557837,801.1935483870967,1798.1666666666667,1082.705357142857,True
kivymd/kivymd,kivymd/kivymd,40,1,1,5,5.0,7,7.0,2.0,master,MIT License,2380,2018-08-29T06:16:24Z,android;app;cross-platform;ios;kivy;kivymd;library;linux;macos;material-design;python;ui;windows,python,5059,6,0,691,96,82,13072,30497,23793,2025-07-24T07:50:03Z,hard,medium,0,1,0,1,0,0,0,2521,6.9021218343600275,2528,6.921286789869952,732.9630107100357,371.9146341463415,343.8666930379747,True
kohya-ss/sd-scripts,kohya-ss/sd-scripts,24,2,2,3,1.5,4,2.0,2.0,main,Apache License 2.0,6464,2022-12-18T04:32:15Z,,python,1668,21,35,1071,57,80,10018,40010,5921,2025-04-29T12:29:42Z,easy,medium,1,1,0,2,0,0,0,863,2.3627652292950034,956,2.617385352498289,705.9524913093859,500.125,2469.6401673640166,True
KoljaB/RealtimeTTS,KoljaB/RealtimeTTS,8,1,1,1,1.0,2,2.0,2.0,master,MIT License,3314,2023-08-26T06:52:29Z,python;realtime;speech-synthesis;text-to-speech,python,478,9,58,327,34,31,6521,30088,3548,2025-07-22T06:48:56Z,medium,medium,0,0,1,1,0,0,0,695,1.9028062970568105,705,1.9301848049281314,251.20791366906474,970.5806451612904,1716.9340425531916,True
konradhalas/dacite,konradhalas/dacite,8,1,1,1,1.0,2,2.0,2.0,master,MIT License,1839,2018-03-03T10:12:48Z,dataclasses,python,252,6,6,106,13,16,1175,2597,35,2025-03-17T03:24:48Z,medium,small,0,0,1,0,1,0,0,2570,7.036276522929501,2707,7.411362080766598,35.81439688715953,162.3125,248.13252678241597,True
koxudaxi/fastapi-code-generator,koxudaxi/fastapi-code-generator,8,1,1,1,1.0,1,1.0,2.0,master,MIT License,1178,2020-06-14T10:49:14Z,fastapi;generator;openapi;pydantic;python,python,557,11,47,125,21,27,773,4956,325,2025-04-29T09:58:51Z,easy,small,1,0,0,0,1,0,0,1779,4.870636550308008,1873,5.127994524298426,114.35876897133221,183.55555555555554,229.7194340630005,True
KruxAI/ragbuilder,KruxAI/ragbuilder,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,1416,2024-06-24T07:25:00Z,developer-tools;genai;rag,python,438,16,10,118,16,7,57782,125070,8246,2025-05-12T12:37:46Z,easy,large,1,0,0,0,0,1,0,322,0.8815879534565366,402,1.1006160164271048,496.8307453416149,17867.14285714286,1286.55223880597,True
ktbyers/netmiko,ktbyers/netmiko,40,4,4,5,1.0,8,2.0,2.0,develop,MIT License,3878,2014-11-28T09:42:52Z,,python,3092,96,44,1351,197,207,24388,133437,4505,2025-07-24T10:26:40Z,medium,large,0,1,3,0,0,4,0,3891,10.652977412731007,3898,10.67214236824093,290.2474942174248,644.6231884057971,363.3759620318112,True
kyegomez/swarms,kyegomez/swarms,16,2,2,2,1.0,18,9.0,2.0,master,Apache License 2.0,5079,2023-05-11T01:09:00Z,agents;ai;artificial-intelligence;attention-mechanism;chatgpt;gpt4;gpt4all;huggingface;langchain;langchain-python;machine-learning;multi-modal-imaging;multi-modality;multimodal;prompt-engineering;prompt-toolkit;prompting;swarms;transformer-models;tree-of-thoughts,python,4044,48,140,600,54,35,55128,166344,34976,2025-07-31T05:21:20Z,easy,large,1,0,1,0,0,2,0,812,2.223134839151266,812,2.223134839151266,1819.0529556650247,4752.685714285714,2284.611761083744,True
landing-ai/vision-agent,landing-ai/vision-agent,8,1,1,1,1.0,1,1.0,2.0,main,Apache License 2.0,4957,2024-02-13T02:06:20Z,,python,728,12,0,556,55,28,2859,21764,5887,2025-07-13T10:51:03Z,easy,medium,1,0,0,1,0,0,0,516,1.4127310061601643,534,1.462012320328542,515.313953488372,777.2857142857143,3390.532303370787,True
langchain-ai/open_deep_research,langchain-ai/open_deep_research,16,2,2,2,1.0,3,1.5,2.0,main,MIT License,6239,2024-11-20T05:37:22Z,,python,182,28,0,845,52,20,1393,4559,3797,2025-07-25T01:53:29Z,easy,small,1,0,1,0,2,0,0,246,0.6735112936344969,253,0.6926762491444216,270.2256097560976,227.95,9007.093873517786,True
langroid/langroid,langroid/langroid,24,2,2,3,1.5,5,2.5,2.0,main,MIT License,3489,2023-04-16T08:47:28Z,agents;ai;chatgpt;function-calling;gpt;gpt-4;gpt4;information-retrieval;language-model;llama;llm;llm-agent;llm-framework;local-llm;multi-agent-systems;openai-api;rag;retrieval-augmented-generation,python,2288,95,498,333,25,26,71911,407946,22755,2025-07-16T02:52:55Z,easy,large,1,1,0,0,0,2,0,821,2.2477754962354553,837,2.291581108829569,1017.8952496954932,15690.23076923077,1522.529569892473,True
lavague-ai/LaVague,lavague-ai/LaVague,48,4,4,6,1.5,10,2.5,2.0,main,Apache License 2.0,5827,2024-02-26T11:40:23Z,ai;browser;large-action-model;llm;oss;rag,python,716,139,0,529,54,25,7847,50244,21517,2025-01-21T01:41:48Z,hard,medium,1,2,1,4,0,0,0,329,0.9007529089664613,521,1.4264202600958247,794.8905775075988,2009.76,4085.0513435700577,True
LearningCircuit/local-deep-research,LearningCircuit/local-deep-research,32,3,3,4,1.0,5,1.0,2.0,main,MIT License,3216,2025-02-09T03:41:32Z,academia;arxiv;brave;deep-research;gemma;home-automation;homeserver;llama;local;local-deep-research;local-llm;mistral;pubmed;research;research-tool;retrieval-augmented-generation;searxng;self-hosted;wikipedia,python,1141,15,32,319,25,18,22018,96721,20359,2025-07-28T07:01:53Z,easy,medium,2,1,0,3,0,0,0,169,0.46269678302532513,172,0.47091033538672145,2465.9778106508875,5373.388888888889,6829.325581395348,True
leondz/garak,leondz/garak,16,1,1,2,2.0,2,2.0,2.0,main,Apache License 2.0,1432,2023-05-10T06:52:16Z,ai;llm-evaluation;llm-security;security-scanners;vulnerability-assessment,python,1370,12,17,172,18,25,5995,41275,4927,2024-11-14T05:33:34Z,hard,medium,0,1,0,1,0,0,0,553,1.514031485284052,813,2.2258726899383983,904.868896925859,1651.0,643.3431734317344,True
Lightning-AI/lightning-thunder,Lightning-AI/lightning-thunder,152,14,14,19,1.0,28,1.0,2.0,main,Apache License 2.0,1384,2024-03-18T03:30:56Z,,python,2531,80,5,104,40,63,23331,81053,23574,2025-07-30T02:52:39Z,easy,medium,11,2,1,14,0,0,0,498,1.3634496919917864,500,1.3689253935660506,1856.32078313253,1286.5555555555557,1011.0120000000001,True
Lightning-AI/litgpt,Lightning-AI/litgpt,48,5,5,6,1.0,8,2.0,2.0,main,Apache License 2.0,12571,2023-05-04T05:46:11Z,ai;artificial-intelligence;deep-learning;large-language-models;llm;llm-inference;llms,python,1404,36,25,1285,115,111,7587,30772,5246,2025-07-25T07:20:40Z,easy,medium,2,1,2,5,0,0,0,813,2.2258726899383983,819,2.242299794661191,630.7638376383765,277.22522522522524,5606.297619047618,True
Lightning-AI/litserve,Lightning-AI/litserve,24,2,2,3,1.5,9,4.5,2.0,main,Apache License 2.0,3430,2023-12-12T02:45:03Z,ai;api;artificial-intelligence;deep-learning;developer-tools;fastapi;rest-api;serving;web,python,700,12,39,233,30,39,3059,10741,2244,2025-07-31T11:45:53Z,hard,medium,0,1,1,2,0,0,0,597,1.6344969199178645,597,1.6344969199178645,428.26633165829145,275.4102564102564,2098.505025125628,True
Lightning-AI/pytorch-lightning,Lightning-AI/pytorch-lightning,8,1,1,1,1.0,1,1.0,2.0,master,Apache License 2.0,29894,2019-03-31T12:45:57Z,ai;artificial-intelligence;data-science;deep-learning;machine-learning;python;pytorch,python,10694,56,166,3550,257,438,36113,102471,36906,2025-07-31T12:56:01Z,easy,large,1,0,0,0,0,1,0,2314,6.335386721423682,2314,6.335386721423682,1687.9790406222992,233.95205479452054,4718.575410544512,True
linkedin/Liger-Kernel,linkedin/Liger-Kernel,8,1,1,1,1.0,1,1.0,2.0,main,BSD 2-Clause Simplified License,5447,2024-08-06T05:47:52Z,finetuning;gemma2;llama;llama3;llm-training;llms;mistral;phi3;triton;triton-kernels,python,560,48,23,375,49,88,13910,70055,5063,2025-07-30T08:17:29Z,easy,medium,1,0,0,1,0,0,0,358,0.9801505817932923,359,0.9828884325804244,571.340782122905,796.0795454545455,5541.82938718663,True
litestar-org/litestar,litestar-org/litestar,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,6986,2021-12-06T07:43:06Z,api;asgi;asyncio;hacktoberfest;litestar;litestar-api;litestar-framework;msgspec;openapi;pydantic;python;rapidoc;redoc;rest;starlite;starlite-api;swagger,python,3109,29,202,448,46,234,30032,77407,24888,2025-07-26T09:25:43Z,easy,medium,1,0,0,1,0,0,0,1328,3.6358658453114305,1333,3.649555099247091,855.0920557228916,330.7991452991453,1914.2059264816205,True
litestar-org/polyfactory,litestar-org/polyfactory,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,1251,2021-11-13T04:39:26Z,beanie;dataclasses;hacktoberfest;litestar;msgspec;odmantic;polyfactory;pydantic;pydantic-factories;python;starlite;typeddict,python,658,15,43,101,10,65,4776,13649,1741,2025-07-14T07:36:14Z,easy,medium,1,0,0,1,0,0,0,1339,3.6659822039698837,1356,3.7125256673511293,179.48805078416729,209.98461538461538,336.96736725663715,True
livekit/agents,livekit/agents,328,23,23,41,1.0,75,2.0,2.0,main,Apache License 2.0,6936,2023-10-19T11:00:55Z,agents;ai;openai;real-time;video;voice,python,2071,125,307,1122,87,162,12953,53878,6768,2025-07-30T01:16:41Z,easy,medium,10,9,4,23,0,0,0,649,1.7768651608487338,651,1.782340862422998,1165.5358243451462,332.58024691358025,3891.5115207373274,True
livingbio/typed-ffmpeg,livingbio/typed-ffmpeg,48,4,4,6,1.5,7,1.5,2.0,main,MIT License,1049,2023-11-24T06:19:53Z,ffmpeg;ffmpeg-python;ffmpeg-wrapper;media;media-processing;multi-media;python;typing,python,399,141,85,20,11,5,14009,1624877,27701,2025-07-24T07:43:33Z,easy,huge,2,2,0,0,0,0,4,608,1.6646132785763177,615,1.6837782340862424,239.69531249999997,324975.4,623.0036585365854,True
lm-sys/FastChat,lm-sys/FastChat,176,5,5,22,6.0,67,7.0,2.0,main,Apache License 2.0,38685,2023-03-19T12:18:02Z,,python,890,33,14,4714,358,242,5725,40112,2815,2025-06-02T03:22:03Z,hard,medium,1,3,1,5,0,0,0,805,2.2039698836413417,865,2.3682409308692676,403.81677018633536,165.7520661157025,16334.908959537574,True
lotus-data/lotus,lotus-data/lotus,464,19,19,58,1.0,110,3.0,2.0,main,Apache License 2.0,1250,2024-07-16T04:39:06Z,ai-data-processing;data;llm;pandas;python;semantic-operators;semantic-search;unstructured-data,python,184,85,2,106,14,14,3021,9520,3831,2025-07-28T09:45:15Z,hard,small,6,8,5,0,19,0,0,377,1.0321697467488022,380,1.0403832991101984,178.26525198938992,680.0,1201.4802631578948,True
lxml/lxml,lxml/lxml,8,1,1,1,1.0,1,1.0,2.0,master,BSD 3-Clause New or Revised License,2882,2011-02-11T05:43:11Z,,python,6630,28,33,588,83,162,16994,65490,13497,2025-07-27T01:46:25Z,easy,medium,1,0,0,1,0,0,0,5279,14.453114305270363,5284,14.466803559206022,458.72466376207615,404.25925925925924,199.21470476911432,True
lyft/cartography,lyft/cartography,56,6,6,7,1.0,12,1.0,2.0,master,Apache License 2.0,2982,2019-02-27T12:16:29Z,lyft,python,804,136,168,336,399,86,9828,53102,11217,2024-10-11T04:24:26Z,easy,medium,4,1,1,6,0,0,0,2052,5.618069815195072,2346,6.422997946611909,143.109649122807,617.4651162790698,464.26918158567776,True
Maciek-roboblog/Claude-Code-Usage-Monitor,Maciek-roboblog/Claude-Code-Usage-Monitor,8,1,1,1,1.0,5,5.0,2.0,main,MIT License,3427,2025-06-19T12:00:05Z,ai;analytics;claude;claude-code;claude-usage;limits;monitoring;terminal;usage-tracking,python,136,9,10,158,10,6,4433,15398,2709,2025-07-23T10:21:42Z,medium,medium,0,0,1,1,0,0,0,33,0.09034907597535935,42,0.11498973305954825,1505.2727272727273,2566.3333333333335,29802.660714285714,True
MadcowD/ell,MadcowD/ell,40,4,4,5,1.0,7,1.0,2.0,main,MIT License,5777,2024-07-22T01:08:02Z,ai;prompt-engineering,python,661,27,0,347,54,39,6418,49269,4744,2025-06-05T09:41:56Z,easy,medium,3,1,0,4,0,0,0,318,0.8706365503080082,374,1.0239561943874058,759.2146226415094,1263.3076923076924,5641.842914438503,True
Marker-Inc-Korea/AutoRAG,Marker-Inc-Korea/AutoRAG,120,4,4,15,4.5,46,11.0,2.0,main,Apache License 2.0,4078,2024-01-10T12:25:00Z,analysis;automl;benchmarking;document-parser;embeddings;evaluation;llm;llm-evaluation;llm-ops;open-source;ops;optimization;pipeline;python;qa;rag;rag-evaluation;retrieval-augmented-generation,python,861,34,59,323,32,21,8086,44329,4304,2025-07-04T09:05:23Z,hard,medium,0,3,1,4,0,0,0,540,1.4784394250513346,568,1.5550992470910336,582.3708333333334,2110.904761904762,2622.340669014084,True
marqo-ai/marqo,marqo-ai/marqo,320,17,17,40,1.0,92,3.0,2.0,mainline,Apache License 2.0,4911,2022-08-01T12:12:51Z,chatgpt;clip;deep-learning;gpt;hacktoberfest;hnsw;information-retrieval;knn;large-language-models;machine-learning;machinelearning;multi-modal;natural-language-processing;search-engine;semantic-search;tensor-search;transformers;vector-search;vision-language;visual-search,python,1624,393,87,212,36,33,22875,122622,17402,2025-07-24T06:50:35Z,hard,large,5,8,4,0,0,17,0,1087,2.976043805612594,1095,2.9979466119096507,545.6908923643055,3715.818181818182,1638.1212328767124,True
matthewwithanm/python-markdownify,matthewwithanm/python-markdownify,8,1,1,1,1.0,1,1.0,2.0,develop,MIT License,1716,2012-06-29T04:30:23Z,,python,311,7,40,169,13,37,447,1336,492,2025-07-14T07:52:04Z,easy,small,1,0,0,0,1,0,0,4763,13.040383299110198,4780,13.086926762491444,23.84899223178669,36.108108108108105,131.12322175732217,True
McGill-NLP/llm2vec,McGill-NLP/llm2vec,8,1,1,1,1.0,1,1.0,2.0,main,MIT License,1406,2024-04-03T11:10:26Z,,python,170,9,11,111,22,8,921,6226,457,2025-01-24T08:00:29Z,easy,small,1,0,0,0,1,0,0,295,0.8076659822039699,484,1.325119780971937,210.48305084745763,778.25,1061.0361570247933,True
mckinsey/vizro,mckinsey/vizro,240,14,14,30,1.0,48,2.0,2.0,main,Apache License 2.0,3010,2023-09-04T11:11:33Z,dashboard;data-visualization;plotly;plotly-dash;pydantic;python;visualization,python,914,61,63,177,25,35,12611,63882,7945,2025-07-31T06:49:01Z,medium,medium,2,3,9,14,0,0,0,695,1.9028062970568105,696,1.9055441478439425,480.34316546762585,1825.2,1579.6012931034481,True
MeetKai/functionary,MeetKai/functionary,80,6,6,10,1.0,14,1.0,2.0,main,MIT License,1574,2023-07-11T10:44:15Z,agents;ai;ai-agents;function-calling;llm;ml;python,python,912,52,0,116,20,18,2225,13648,1815,2025-04-16T07:34:21Z,easy,medium,4,2,0,6,0,0,0,644,1.7631759069130732,751,2.0561259411362083,517.2484472049689,758.2222222222222,765.5173102529959,True
meituan-dianping/lyrebird,meituan-dianping/lyrebird,24,2,2,3,1.5,4,2.0,2.0,master,MIT License,1192,2018-07-12T08:50:59Z,android-testing;ios-testing;lyrebird;mobile-testing;mock;proxy;python;testing-tools,python,583,40,253,247,40,24,4829,101433,1584,2025-04-25T09:24:04Z,easy,large,1,1,0,0,0,2,0,2479,6.787132101300479,2576,7.052703627652293,85.89784187172248,4226.375,169.01319875776397,True
meltano/meltano,meltano/meltano,16,2,2,2,1.0,2,1.0,2.0,main,MIT License,2153,2021-06-21T04:35:39Z,connectors;data;data-engineering;data-pipelines;dataops;dataops-platform;elt;extract-data;integration;loaders;meltano;meltano-sdk;open-source;opensource;pipelines;singer;tap;taps;target;targets,python,12105,31,79,178,9,127,19166,118350,10842,2025-07-31T03:39:50Z,easy,large,2,0,0,0,0,2,0,1500,4.1067761806981515,1501,4.1095140314852845,2947.5675,931.8897637795276,523.9062291805462,True
MervinPraison/PraisonAI,MervinPraison/PraisonAI,128,15,15,16,1.0,41,2.0,2.0,main,MIT License,5248,2024-03-19T04:45:25Z,agents;ai;ai-agent-framework;ai-agent-sdk;ai-agents;ai-agents-framework;ai-agents-sdk;ai-framwork;aiagent;aiagentframework;aiagents;aiagentsframework;framework;multi-agent;multi-agent-collaboration;multi-agent-system;multi-agent-systems;multi-agents;multi-ai-agent;multi-ai-agents,python,2189,277,255,723,70,25,20056,120917,94590,2025-07-31T12:05:47Z,medium,large,6,1,8,0,0,15,0,499,1.3661875427789185,499,1.3661875427789185,1602.2690380761524,4836.68,3841.3466933867735,True
meta-llama/llama-stack-apps,meta-llama/llama-stack-apps,16,2,2,2,1.0,3,1.5,2.0,main,MIT License,3975,2024-06-25T10:29:07Z,,python,178,6,0,574,118,29,2034,10283,2143,2024-12-12T09:00:18Z,easy,medium,1,0,1,2,0,0,0,169,0.46269678302532513,401,1.0978781656399725,384.70118343195264,354.58620689655174,3620.6203241895264,True
mic-dkfz/nnunet,mic-dkfz/nnunet,8,1,1,1,1.0,2,2.0,2.0,master,Apache License 2.0,6945,2019-04-17T08:10:56Z,segmentation,python,1770,6,4,2041,83,77,3367,16308,2217,2025-06-18T08:28:53Z,medium,medium,0,0,1,1,0,0,0,2254,6.1711156741957565,2297,6.288843258042436,286.8200976042591,211.7922077922078,1104.3366347409665,True
microsoft/deepspeed,microsoft/deepspeed,160,13,13,20,1.0,26,2.0,2.0,master,Apache License 2.0,36490,2020-01-23T06:35:18Z,billion-parameters;compression;data-parallelism;deep-learning;gpu;inference;machine-learning;mixture-of-experts;model-parallelism;pipeline-parallelism;pytorch;trillion-parameters;zero,python,2667,772,86,4224,348,361,40051,200907,25012,2025-01-31T11:07:12Z,easy,large,6,6,1,0,0,13,0,1835,5.023956194387406,2016,5.519507186858316,530.8565395095368,556.5290858725762,6611.097470238095,True
